Sample.ID,latitude_north,longitude_east,site,crop
S_1177,26.06.31,127.41.05,Itoman,Sweet_corn
S_1178,26.06.31,127.41.05,Itoman,Sweet_corn
S_1179,26.06.31,127.41.05,Itoman,Sweet_corn
S_1180,26.06.31,127.41.05,Itoman,Sweet_corn
S_1181,26.06.31,127.41.05,Itoman,Sweet_corn
S_1182,26.06.31,127.41.05,Itoman,Sweet_corn
S_1183,26.06.31,127.41.05,Itoman,Sweet_corn
S_1184,26.06.31,127.41.05,Itoman,Sweet_corn
S_1185,34.29.58,135.47.06,NA,Sweet_corn
S_1186,26.06.31,127.41.05,Itoman,Sweet_corn
S_1187,26.06.31,127.41.05,Itoman,Sweet_corn
S_1188,26.06.31,127.41.05,Itoman,Sweet_corn
S_1189,26.06.31,127.41.05,Itoman,Sweet_corn
S_1190,26.06.31,127.41.05,Itoman,Sweet_corn
S_1191,26.06.31,127.41.05,Itoman,Sweet_corn
S_1192,26.06.31,127.41.05,Itoman,Sweet_corn
S_1193,34.29.58,135.47.06,NA,Tomato
S_1194,34.29.58,135.47.06,NA,Tomato
S_1195,34.29.58,135.47.06,NA,Tomato
S_1196,34.29.58,135.47.06,NA,Tomato
S_1197,34.29.58,135.47.06,NA,Tomato
S_1198,34.29.58,135.47.06,NA,Tomato
S_1199,34.29.58,135.47.06,NA,Tomato
S_1200,34.29.58,135.47.06,NA,Tomato
S_1201,34.29.58,135.47.06,NA,Tomato
S_1202,34.29.58,135.47.06,NA,Tomato
S_1203,34.29.58,135.47.06,NA,Tomato
S_1204,34.29.58,135.47.06,NA,Tomato
S_1205,34.29.58,135.47.06,NA,Tomato
S_1206,34.29.58,135.47.06,NA,Tomato
S_1207,34.29.58,135.47.06,NA,Tomato
S_1208,34.29.58,135.47.06,NA,Tomato
S_1209,34.29.58,135.47.06,NA,Tomato
S_1210,34.29.58,135.47.06,NA,Tomato
S_1211,34.29.58,135.47.06,NA,Tomato
S_1212,34.29.58,135.47.06,NA,Tomato
S_1213,34.29.58,135.47.06,NA,Tomato
S_1214,34.29.58,135.47.06,NA,Tomato
S_1215,34.29.58,135.47.06,NA,Tomato
S_1216,34.29.58,135.47.06,NA,Tomato
S_1217,34.29.58,135.47.06,NA,Tomato
S_1218,34.29.58,135.47.06,NA,Tomato
S_1219,34.29.58,135.47.06,NA,Tomato
S_1220,34.29.58,135.47.06,NA,Tomato
S_1221,34.29.58,135.47.06,NA,Tomato
S_1222,34.29.58,135.47.06,NA,Tomato
S_1223,34.29.58,135.47.06,NA,Tomato
S_1224,34.29.58,135.47.06,NA,Tomato
S_1225,34.29.58,135.47.06,NA,Tomato
S_1226,34.29.58,135.47.06,NA,Tomato
S_1227,34.29.58,135.47.06,NA,Tomato
S_1228,34.29.58,135.47.06,NA,Tomato
S_1229,34.29.58,135.47.06,NA,Tomato
S_1230,34.29.58,135.47.06,NA,Tomato
S_1231,34.29.58,135.47.06,NA,Tomato
S_1232,34.29.58,135.47.06,NA,Tomato
S_1233,34.29.58,135.47.06,NA,Tomato
S_1234,34.29.58,135.47.06,NA,Tomato
S_1235,34.29.58,135.47.06,NA,Tomato
S_1236,34.29.58,135.47.06,NA,Tomato
S_1237,34.29.58,135.47.06,NA,Tomato
S_1238,34.29.58,135.47.06,NA,Tomato
S_1239,34.29.58,135.47.06,NA,Tomato
S_1240,34.29.58,135.47.06,NA,Tomato
S_1241,34.29.58,135.47.06,NA,Tomato
S_1242,34.29.58,135.47.06,NA,Tomato
S_1243,34.29.58,135.47.06,NA,Tomato
S_1244,34.29.58,135.47.06,NA,Tomato
S_1245,34.29.58,135.47.06,NA,Tomato
S_1246,34.29.58,135.47.06,NA,Tomato
S_1247,34.29.58,135.47.06,NA,Tomato
S_1248,34.29.58,135.47.06,NA,Tomato
S_1249,34.29.58,135.47.06,NA,Tomato
S_1250,34.29.58,135.47.06,NA,Tomato
S_1251,34.29.58,135.47.06,NA,Tomato
S_1252,34.29.58,135.47.06,NA,Tomato
S_1253,34.29.58,135.47.06,NA,Tomato
S_1254,34.29.58,135.47.06,NA,Tomato
S_1255,34.29.58,135.47.06,NA,Tomato
S_1256,34.29.58,135.47.06,NA,Tomato
S_1257,34.29.58,135.47.06,NA,Tomato
S_1258,34.29.58,135.47.06,NA,Tomato
S_1259,34.29.58,135.47.06,NA,Tomato
S_1260,34.29.58,135.47.06,NA,Tomato
S_1261,34.29.58,135.47.06,NA,Tomato
S_1262,34.29.58,135.47.06,NA,Tomato
S_1263,34.29.58,135.47.06,NA,Tomato
S_1264,34.29.58,135.47.06,NA,Tomato
S_1265,34.29.58,135.47.06,NA,Tomato
S_1266,34.29.58,135.47.06,NA,Tomato
S_1267,34.29.58,135.47.06,NA,Tomato
S_1268,34.29.58,135.47.06,NA,Tomato
S_1269,34.29.58,135.47.06,NA,Tomato
S_1270,34.29.58,135.47.06,NA,Tomato
S_1271,34.29.58,135.47.06,NA,Tomato
S_1272,34.29.58,135.47.06,NA,Tomato
S_1273,34.29.58,135.47.06,NA,Tomato
S_1274,34.29.58,135.47.06,NA,Tomato
S_1275,34.29.58,135.47.06,NA,Tomato
S_1276,34.29.58,135.47.06,NA,Tomato
S_1277,34.29.58,135.47.06,NA,Tomato
S_1278,34.29.58,135.47.06,NA,Tomato
S_1279,34.29.58,135.47.06,NA,Tomato
S_1280,34.29.58,135.47.06,NA,Tomato
S_1281,36.05.04,139.38.24,Rokumanbu_kuki-city__,Tomato
S_1282,34.29.58,135.47.06,NA,Tomato
S_1283,34.29.58,135.47.06,NA,Tomato
S_1284,34.29.58,135.47.06,NA,Tomato
S_1285,34.29.58,135.47.06,NA,Tomato
S_1286,34.29.58,135.47.06,NA,Tomato
S_1287,34.29.58,135.47.06,NA,Tomato
S_1288,34.29.58,135.47.06,NA,Tomato
S_1289,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1290,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1291,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1292,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1293,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1294,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1295,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1296,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1297,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1298,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1299,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1300,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1301,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1302,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1303,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1304,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1305,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1306,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1307,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1308,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1309,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1310,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1311,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1312,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1313,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1314,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1315,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1316,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1317,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1318,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1319,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1320,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1321,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1322,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1323,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1324,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1325,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1326,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1327,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1328,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1329,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1330,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1331,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1332,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1333,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1334,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1335,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1336,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1337,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1338,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1339,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1340,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1341,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1342,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1343,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1344,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1345,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1346,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1347,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1348,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1349,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1350,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1351,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1352,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1353,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1354,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1355,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1356,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1357,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1358,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1359,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1360,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1361,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1362,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1363,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1364,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1365,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1366,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1367,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1368,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1369,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1370,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1371,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1372,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1373,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1374,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1375,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1376,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1377,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1378,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1379,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1380,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1381,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1382,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1383,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1384,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1385,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1386,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1387,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1388,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1389,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1390,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1391,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1392,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1393,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1394,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1395,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1396,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1397,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1398,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1399,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1400,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1401,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1402,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1403,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1404,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1405,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1406,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1407,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1408,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1409,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1410,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1411,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1412,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1413,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1414,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1415,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1416,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1417,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1418,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1419,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1420,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1421,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1422,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1423,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1424,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1425,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1426,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1427,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1428,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1429,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1430,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1431,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1432,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1433,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1434,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1435,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1436,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1437,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1438,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1439,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1440,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1441,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1442,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1443,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1444,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1445,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1446,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1447,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1448,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1449,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1450,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1451,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1452,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1453,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1454,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1455,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1456,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1457,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1458,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1459,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1460,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1461,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1462,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1463,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1464,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1465,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1466,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1467,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1468,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1469,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1470,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1471,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1472,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1473,34.29.58,135.47.06,NA,Tomato
S_1474,34.29.58,135.47.06,NA,Tomato
S_1475,34.29.58,135.47.06,NA,Tomato
S_1476,34.29.58,135.47.06,NA,Eggplant
S_1477,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1478,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1479,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1480,36.05.04,139.38.24,Rokumanbu_kuki-city__,Eggplant
S_1481,34.29.58,135.47.06,NA,Tomato
S_1482,34.29.58,135.47.06,NA,Tomato
S_1483,34.29.58,135.47.06,NA,Tomato
S_1484,34.29.58,135.47.06,NA,Tomato
S_1485,34.29.58,135.47.06,NA,Tomato
S_1486,34.29.58,135.47.06,NA,Tomato
S_1487,34.29.58,135.47.06,NA,Tomato
S_1488,34.29.58,135.47.06,NA,Tomato
S_1489,34.29.58,135.47.06,NA,Tomato
S_1490,34.29.58,135.47.06,NA,Tomato
S_1491,34.29.58,135.47.06,NA,Tomato
S_1492,34.29.58,135.47.06,NA,Tomato
S_1493,34.29.58,135.47.06,NA,Tomato
S_1494,34.29.58,135.47.06,NA,Tomato
S_1495,34.29.58,135.47.06,NA,Tomato
S_1496,34.29.58,135.47.06,NA,Tomato
S_1497,34.29.58,135.47.06,NA,Tomato
S_1498,34.29.58,135.47.06,NA,Tomato
S_1499,34.29.58,135.47.06,NA,Tomato
S_1500,34.29.58,135.47.06,NA,Tomato
S_1501,34.29.58,135.47.06,NA,Tomato
S_1502,34.29.58,135.47.06,NA,Tomato
S_1503,34.29.58,135.47.06,NA,Tomato
S_1504,34.29.58,135.47.06,NA,Tomato
S_1505,34.29.58,135.47.06,NA,Tomato
S_1506,34.29.58,135.47.06,NA,Tomato
S_1507,34.29.58,135.47.06,NA,Tomato
S_1508,34.29.58,135.47.06,NA,Tomato
S_1509,34.29.58,135.47.06,NA,Tomato
S_1510,34.29.58,135.47.06,NA,Tomato
S_1511,34.29.58,135.47.06,NA,Tomato
S_1512,34.29.58,135.47.06,NA,Tomato
S_1513,34.29.58,135.47.06,NA,Tomato
S_1514,34.29.58,135.47.06,NA,Tomato
S_1515,34.29.58,135.47.06,NA,Tomato
S_1516,34.29.58,135.47.06,NA,Tomato
S_1517,34.29.58,135.47.06,NA,Tomato
S_1518,34.29.58,135.47.06,NA,Tomato
S_1519,34.29.58,135.47.06,NA,Tomato
S_1520,34.29.58,135.47.06,NA,Tomato
S_1521,34.29.58,135.47.06,NA,Tomato
S_1522,34.29.58,135.47.06,NA,Tomato
S_1523,34.29.58,135.47.06,NA,Tomato
S_1524,34.29.58,135.47.06,NA,Tomato
S_1525,34.29.58,135.47.06,NA,Tomato
S_1526,34.29.58,135.47.06,NA,Tomato
S_1527,34.29.58,135.47.06,NA,Tomato
S_1528,34.29.58,135.47.06,NA,Tomato
S_1529,34.29.58,135.47.06,NA,Tomato
S_1530,34.29.58,135.47.06,NA,Tomato
S_1531,34.29.58,135.47.06,NA,Tomato
S_1532,34.29.58,135.47.06,NA,Tomato
S_1533,34.29.58,135.47.06,NA,Tomato
S_1534,34.29.58,135.47.06,NA,Tomato
S_1535,34.29.58,135.47.06,NA,Tomato
S_1536,34.29.58,135.47.06,NA,Tomato
S_1537,34.29.58,135.47.06,NA,Tomato
S_1538,34.29.58,135.47.06,NA,Tomato
S_1539,34.29.58,135.47.06,NA,Tomato
S_1540,34.29.58,135.47.06,NA,Tomato
S_1541,34.29.58,135.47.06,NA,Tomato
S_1542,34.29.58,135.47.06,NA,Tomato
S_1543,34.29.58,135.47.06,NA,Tomato
S_1544,34.29.58,135.47.06,NA,Tomato
S_1545,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1546,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1547,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1548,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1549,34.29.58,135.47.06,NA,Tomato
S_1550,34.29.58,135.47.06,NA,Tomato
S_1551,34.29.58,135.47.06,NA,Tomato
S_1552,34.29.58,135.47.06,NA,Tomato
S_1553,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1554,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1555,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1556,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1557,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1558,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1559,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1560,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1561,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1562,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1563,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1564,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1565,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1566,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1567,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1568,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1569,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1570,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1571,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1572,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1573,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1574,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1575,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1576,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1577,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1578,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1579,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1580,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1581,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1582,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1583,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1584,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1585,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1586,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1587,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1588,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1589,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1590,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1591,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1592,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1593,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1594,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1595,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1596,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1597,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1598,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1599,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1600,38.35.30,140.27.47,"Shima,_Sagae,_Yamagata",Tomato
S_1601,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1602,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
S_1603,34.55.08,134.53.42,"Kasaki, Hyogo",Tomato
