Site,Crop,Project,ID,Specificity_to_disease_level_1,Pvalue,FDR,Kingdom,Phylum
Kashihara,tomato,Effect_of_treatment_of_biological_control_egent_for_Fusarium_wilt_in_tomato_field-Tomato,Bac_00024,-3.438735887,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00224,7.520086535,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00061,7.11536882,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00034,6.528387126,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00498,5.918874478,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00037,5.532236005,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00030,3.911939546,3.00E-04,0.0007944,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00496,3.865855512,3.00E-04,0.0007944,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00068,3.526623716,5.00E-04,0.001253788,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00672,3.30368454,8.00E-04,0.001961481,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00164,3.079560879,0.0036,0.007221818,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00067,3.047285495,0.0041,0.007936257,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00072,2.902913645,0.0037,0.007377711,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00016,2.595899224,0.0077,0.014081215,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00024,2.206798366,0.0169,0.027692574,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00686,1.907491944,0.031,0.04750463,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00125,1.430033187,0.0859,0.118966109,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00219,1.269824975,0.1,0.135102041,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00011,1.156167295,0.1328,0.170375194,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00178,1.019625412,0.1499,0.190103065,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00088,0.887867714,0.1746,0.210921898,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00009,0.882208271,0.183,0.218841007,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00064,0.523142908,0.2782,0.310047811,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00308,0.451116208,0.2961,0.324533444,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00023,0.352370792,0.3489,0.364308833,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00375,0.188181932,0.3819,0.395027813,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00045,0.168659423,0.4226,0.429081595,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00204,0.13763164,0.4115,0.42169195,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00234,0.069772389,0.4272,0.432425688,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00711,0.04357727,0.4485,0.451226444,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00254,-0.024908219,0.508,0.508,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00387,-0.359492651,0.3651,0.380025472,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00477,-0.381618957,0.3473,0.363785759,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00031,-0.648030993,0.2619,0.294860204,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00944,-0.773188109,0.2176,0.255126408,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00179,-0.887004487,0.1713,0.209187132,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00086,-0.911011431,0.1833,0.218841007,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00241,-0.992836492,0.1489,0.189561154,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00008,-1.164526964,0.1166,0.153763347,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00012,-1.342242694,0.0059,0.011033333,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00233,-1.356797617,0.0752,0.105471186,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00966,-1.457185821,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00041,-1.573980433,0.0512,0.074657269,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00753,-1.58023859,0.0339,0.051472018,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00039,-1.738672846,0.0261,0.041335407,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_01224,-2.193481921,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00379,-2.26486916,0.0028,0.005941026,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00428,-2.292870587,0.0011,0.002638406,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00521,-2.332348921,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_01614,-2.345736883,0.0021,0.004543137,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00111,-2.448665482,0.0017,0.003827891,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00785,-2.48732517,7.00E-04,0.001729104,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00047,-2.525863108,0.0031,0.006373292,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00429,-2.530840611,0.0015,0.003496479,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_01696,-2.612476833,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00413,-2.657782206,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00150,-2.675720725,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_01086,-2.822029107,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_02063,-2.908093553,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_01391,-2.90901893,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00022,-2.913597776,6.00E-04,0.001493233,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00896,-3.052345878,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00157,-3.057764485,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00505,-3.122819816,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00218,-3.169403742,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00493,-3.242255815,1.00E-04,0.000285345,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00115,-3.345032962,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00084,-3.644866365,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00507,-4.17717691,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00590,-4.431304211,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00063,-4.509322846,0,0,Bacteria,Proteobacteria
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Bac_00062,-4.852341636,0,0,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00109,1.849300722,0.0245,0.213906667,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00049,1.634707125,0.042,0.234040816,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00016,1.631275524,0.047,0.234040816,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00308,1.369182603,0.0634,0.271396491,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00454,1.263526723,0.0861,0.308485714,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_02528,1.257006442,0.0786,0.2996625,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00103,1.110699528,0.121,0.366,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00096,1.066748793,0.1335,0.383223529,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00068,0.947748243,0.1562,0.414269565,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00626,0.877041853,0.1741,0.423759375,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00355,0.730667917,0.2217,0.423759375,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00607,0.716499394,0.2193,0.423759375,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00244,0.709545078,0.2203,0.423759375,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00138,0.671411778,0.2293,0.433714729,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00048,0.614899557,0.2545,0.440411348,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00225,0.590308919,0.2495,0.438677143,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01073,0.456434842,0.3081,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00352,0.42918297,0.3156,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00018,0.397062893,0.3199,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00179,0.356200157,0.3487,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00024,0.29728518,0.3749,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00999,0.252076498,0.3754,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01321,0.247724058,0.38,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00081,0.200621075,0.4143,0.473225688,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00041,0.185541146,0.421,0.473225688,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00047,0.108709542,0.439,0.477527897,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00241,0.010222462,0.4785,0.486475,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00344,-0.017621553,0.4558,0.477527897,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01340,-0.050094958,0.4364,0.477527897,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00039,-0.090063292,0.4156,0.473225688,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00387,-0.21849125,0.3591,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00060,-0.242950504,0.3712,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00535,-0.275436475,0.3438,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00011,-0.287318104,0.3528,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00145,-0.295530272,0.3423,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00083,-0.372883172,0.3283,0.465796,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00023,-0.50815403,0.2901,0.462643137,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00473,-0.543385758,0.2486,0.438677143,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00489,-0.60145819,0.2392,0.438677143,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00008,-0.642276895,0.236,0.438677143,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00154,-0.736737462,0.2063,0.423759375,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00271,-0.807877389,0.1896,0.423759375,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00394,-0.903219095,0.161,0.417914894,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00296,-1.043351194,0.1356,0.384725581,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00031,-1.24074176,0.1056,0.339031579,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00009,-1.416173601,0.074,0.291225806,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00615,-1.641341634,0.0543,0.249984906,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00428,-1.657496404,0.0496,0.237780392,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00525,-1.842778148,0.0359,0.224605128,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00715,-1.902246463,0.0314,0.215747368,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00088,-2.126766446,0.0142,0.209552941,Bacteria,Proteobacteria
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00067,-2.484342653,0.0104,0.1952,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_3,Bac_00319,4.402617347,0,0,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_8,Bac_00314,4.022233387,0,0,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_11,Bac_00807,3.871573743,0,0,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_14,Bac_00789,3.679561466,0,0,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_15,Bac_00660,3.651546275,0,0,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_28,Bac_00049,3.323262465,2.00E-04,0.001273239,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_29,Bac_00691,3.309571404,6.00E-04,0.003228571,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_31,Bac_00884,3.181729551,0.0011,0.005073469,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_37,Bac_00579,3.064061831,0.001,0.004757895,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_38,Bac_00109,3.048379553,0.002,0.008144144,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_41,Bac_00473,2.993548217,0.0021,0.0084,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_42,Bac_00083,2.976029307,0.0022,0.008572414,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_44,Bac_00394,2.946250365,0.0021,0.0084,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_46,Bac_01069,2.906394859,0.0024,0.00919322,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_52,Bac_01138,2.726200367,0.0034,0.012196825,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_53,Bac_01918,2.725419816,0.0037,0.012864615,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_59,Bac_00748,2.591153928,0.0066,0.020861538,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_66,Bac_00707,2.493109857,0.0075,0.023061224,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_85,Bac_00023,2.262047027,0.0114,0.030671429,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_87,Bac_01987,2.180788622,0.0164,0.039882353,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_88,Bac_00068,2.176946563,0.0153,0.038207735,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_93,Bac_01087,2.13284212,0.0162,0.039795652,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_95,Bac_00308,2.120908132,0.0175,0.042074468,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_110,Bac_02101,1.961899667,0.0274,0.058569014,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_114,Bac_00096,1.910719785,0.0318,0.064083556,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_121,Bac_00594,1.809698454,0.0388,0.074947009,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_124,Bac_00352,1.766502614,0.0362,0.071451528,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_133,Bac_00072,1.654928508,0.0512,0.091834921,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_139,Bac_00574,1.573220189,0.0614,0.104229851,Bacteria,Proteobacteria
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_152,Bac_00951,1.452649129,0.0632,0.105801481,Bacteria,Proteobacteria
